"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012190100","POONA, IN","2013-10-26","0.12","80","89","70"
"IN012190100","POONA, IN","2013-10-27","0.00","80","92","71"
"IN012190100","POONA, IN","2013-10-28",,"79","92","70"
"IN012190100","POONA, IN","2013-10-29",,"79",,"69"
"IN012190100","POONA, IN","2013-10-30",,"78","90","66"
"IN012190100","POONA, IN","2013-10-31",,"76","89","65"
"IN012190100","POONA, IN","2013-11-01",,"74","87","59"
"IN012190100","POONA, IN","2013-11-02",,"76","89","60"
"IN012190100","POONA, IN","2013-11-03",,"78","90","64"
"IN012190100","POONA, IN","2013-11-04",,"76","87",
"IN012190100","POONA, IN","2013-11-05",,"72","86",
"IN012190100","POONA, IN","2013-11-06",,"71","86",
"IN012190100","POONA, IN","2013-11-07",,"73","86","58"
"IN012190100","POONA, IN","2013-11-08",,"74","87","61"
"IN012190100","POONA, IN","2013-11-09",,"73","86","62"
"IN012190100","POONA, IN","2013-11-10",,"70","85",
"IN012190100","POONA, IN","2013-11-11",,"70","85","55"
"IN012190100","POONA, IN","2013-11-12",,"69","85","54"
"IN012190100","POONA, IN","2013-11-13",,"70","87","54"
"IN012190100","POONA, IN","2013-11-14",,"69","85","55"
"IN012190100","POONA, IN","2013-11-15",,"69","83","55"
"IN012190100","POONA, IN","2013-11-16",,"67",,"52"
"IN012190100","POONA, IN","2013-11-17",,"71",,"50"
"IN012190100","POONA, IN","2013-11-18",,"76","88","61"
"IN012190100","POONA, IN","2013-11-19",,"75","91","60"
"IN012190100","POONA, IN","2013-11-20",,"71","90","56"
"IN012190100","POONA, IN","2013-11-21",,"69","88","53"
"IN012190100","POONA, IN","2013-11-22",,"68","87","52"
"IN012190100","POONA, IN","2013-11-23",,"68","87","52"
"IN012190100","POONA, IN","2013-11-24",,"77",,"59"
"IN012190100","POONA, IN","2013-11-25",,"78","91","67"
"IN012190100","POONA, IN","2013-11-26",,"77","86","70"
"IN012190100","POONA, IN","2013-11-27","0.00","75","87",
"IN012190100","POONA, IN","2013-11-28",,"70","86",
"IN012190100","POONA, IN","2013-11-29",,"74","85","53"
"IN012190100","POONA, IN","2013-11-30",,"73","80",
"IN012190100","POONA, IN","2013-12-01",,"76","87","64"
"IN012190100","POONA, IN","2013-12-02","0.08","74","85",
"IN012190100","POONA, IN","2013-12-03","0.12","75","86","64"
"IN012190100","POONA, IN","2013-12-04","0.00","74","85","65"
"IN012190100","POONA, IN","2013-12-05",,"71","85",
"IN012190100","POONA, IN","2013-12-06",,"68","85",
"IN012190100","POONA, IN","2013-12-07",,"65","83","50"
"IN012190100","POONA, IN","2013-12-08",,"63","83","46"
"IN012190100","POONA, IN","2013-12-09",,"65","85","44"
"IN012190100","POONA, IN","2013-12-10",,"63","85","45"
"IN012190100","POONA, IN","2013-12-11",,"64","85","45"
"IN012190100","POONA, IN","2013-12-12",,"63","84","46"
"IN012190100","POONA, IN","2013-12-13",,"62","83","45"
"IN012190100","POONA, IN","2013-12-14",,"63","86","44"
"IN012190100","POONA, IN","2013-12-15",,"65","89","45"
"IN012190100","POONA, IN","2013-12-16",,"64","87","46"
"IN012190100","POONA, IN","2013-12-17",,"63","84","45"
"IN012190100","POONA, IN","2013-12-18",,"60","83","46"
"IN012190100","POONA, IN","2013-12-19",,"65","87","45"
"IN012190100","POONA, IN","2013-12-20",,"67","87",
"IN012190100","POONA, IN","2013-12-21",,"65","87",
"IN012190100","POONA, IN","2013-12-22",,"66","85",
"IN012190100","POONA, IN","2013-12-23",,"67","83",
"IN012190100","POONA, IN","2013-12-24",,"66","82","53"
"IN012190100","POONA, IN","2013-12-25",,"67","84",
"IN012190100","POONA, IN","2013-12-26",,"67","83",
"IN012190100","POONA, IN","2013-12-27",,"69","85",
"IN012190100","POONA, IN","2013-12-28",,"69","84",
"IN012190100","POONA, IN","2013-12-29",,"70","84",
"IN012190100","POONA, IN","2013-12-30",,"70","85",
"IN012190100","POONA, IN","2013-12-31",,"69","85",
"IN012190100","POONA, IN","2014-01-01",,"69","84",
"IN012190100","POONA, IN","2014-01-02",,"69","84",
"IN012190100","POONA, IN","2014-01-03",,"68","84",
"IN012190100","POONA, IN","2014-01-04",,"68","87",
"IN012190100","POONA, IN","2014-01-05",,"68","85",
"IN012190100","POONA, IN","2014-01-06",,"67","84",
"IN012190100","POONA, IN","2014-01-07",,"67","85",
"IN012190100","POONA, IN","2014-01-08",,"70","87",
"IN012190100","POONA, IN","2014-01-09",,"70","87",
"IN012190100","POONA, IN","2014-01-10",,"68","87",
"IN012190100","POONA, IN","2014-01-11",,"65","86",
"IN012190100","POONA, IN","2014-01-12",,"68","87",
"IN012190100","POONA, IN","2014-01-13",,"71","88",
"IN012190100","POONA, IN","2014-01-14",,"72","86",
"IN012190100","POONA, IN","2014-01-15",,"70","87",
"IN012190100","POONA, IN","2014-01-16",,"70","86",
"IN012190100","POONA, IN","2014-01-17",,"68","85",
"IN012190100","POONA, IN","2014-01-18",,"65","82",
"IN012190100","POONA, IN","2014-01-19",,"67","86",
"IN012190100","POONA, IN","2014-01-20",,"72","88",
"IN012190100","POONA, IN","2014-01-21",,"73","83",
"IN012190100","POONA, IN","2014-01-22",,"72","86",
"IN012190100","POONA, IN","2014-01-23",,"73","84",
"IN012190100","POONA, IN","2014-01-24",,"71","85",
"IN012190100","POONA, IN","2014-01-25",,"71","86",
"IN012190100","POONA, IN","2014-01-26",,"71","85",
"IN012190100","POONA, IN","2014-01-27",,"68","83",
"IN012190100","POONA, IN","2014-01-28",,"65","84",
"IN012190100","POONA, IN","2014-01-29",,"64","84",
"IN012190100","POONA, IN","2014-01-30",,"66","85",
"IN012190100","POONA, IN","2014-01-31",,"68","85",
"IN012190100","POONA, IN","2014-02-01",,"69","85",
"IN012190100","POONA, IN","2014-02-02",,"69","85",
"IN012190100","POONA, IN","2014-02-03",,"71","88",
"IN012190100","POONA, IN","2014-02-04",,"72","90",
"IN012190100","POONA, IN","2014-02-05",,"69","90",
"IN012190100","POONA, IN","2014-02-06",,"72","93",
"IN012190100","POONA, IN","2014-02-07",,"71","93",
"IN012190100","POONA, IN","2014-02-08",,"70","91",
"IN012190100","POONA, IN","2014-02-09",,"68","87",
"IN012190100","POONA, IN","2014-02-10",,"67","86",
"IN012190100","POONA, IN","2014-02-11",,"68","87",
"IN012190100","POONA, IN","2014-02-12",,"70","88",
"IN012190100","POONA, IN","2014-02-13",,"69","83",
"IN012190100","POONA, IN","2014-02-14",,"68","80",
"IN012190100","POONA, IN","2014-02-15",,"67","81",
"IN012190100","POONA, IN","2014-02-16",,"65","81",
"IN012190100","POONA, IN","2014-02-17",,"65","81",
"IN012190100","POONA, IN","2014-02-18",,"66","85",
"IN012190100","POONA, IN","2014-02-19",,"71","90",
"IN012190100","POONA, IN","2014-02-20",,"76","92",
"IN012190100","POONA, IN","2014-02-21",,"74","84",
"IN012190100","POONA, IN","2014-02-22",,"73","88",
"IN012190100","POONA, IN","2014-02-23",,"74","89",
"IN012190100","POONA, IN","2014-02-24",,"75","91",
"IN012190100","POONA, IN","2014-02-25","0.00","77","92",
"IN012190100","POONA, IN","2014-02-26",,"77","90",
"IN012190100","POONA, IN","2014-02-27",,"76","89",
"IN012190100","POONA, IN","2014-02-28",,"70","84",
"IN012190100","POONA, IN","2014-03-01",,"66","84",
"IN012190100","POONA, IN","2014-03-02",,"67","85",
"IN012190100","POONA, IN","2014-03-03",,"72","87",
"IN012190100","POONA, IN","2014-03-04",,"73","86",
"IN012190100","POONA, IN","2014-03-05","0.00","73","86",
"IN012190100","POONA, IN","2014-03-06","0.00","73","85","57"
"IN012190100","POONA, IN","2014-03-07",,"76","91",
"IN012190100","POONA, IN","2014-03-08",,"77","92",
"IN012190100","POONA, IN","2014-03-09",,"72","88",
"IN012190100","POONA, IN","2014-03-10",,"72","91",
"IN012190100","POONA, IN","2014-03-11",,"76","93",
"IN012190100","POONA, IN","2014-03-12",,"76","93",
"IN012190100","POONA, IN","2014-03-13",,"75","93",
"IN012190100","POONA, IN","2014-03-14",,"79","96",
"IN012190100","POONA, IN","2014-03-15",,"78","96",
"IN012190100","POONA, IN","2014-03-16",,"81","97",
"IN012190100","POONA, IN","2014-03-17",,"83","95",
"IN012190100","POONA, IN","2014-03-18",,"82","97",
"IN012190100","POONA, IN","2014-03-19",,"83","98",
"IN012190100","POONA, IN","2014-03-20",,"82","99",
"IN012190100","POONA, IN","2014-03-21",,"80","97",
"IN012190100","POONA, IN","2014-03-22",,"79","95",
"IN012190100","POONA, IN","2014-03-23",,"81","99",
"IN012190100","POONA, IN","2014-03-24",,"81","98",
"IN012190100","POONA, IN","2014-03-25",,"82","97",
"IN012190100","POONA, IN","2014-03-26",,"83","99",
"IN012190100","POONA, IN","2014-03-27",,"83","101",
"IN012190100","POONA, IN","2014-03-28",,"84","100",
"IN012190100","POONA, IN","2014-03-29",,"84","100",
"IN012190100","POONA, IN","2014-03-30",,"84","101",
"IN012190100","POONA, IN","2014-03-31",,"84","102",
"IN012190100","POONA, IN","2014-04-01",,"82","98",
"IN012190100","POONA, IN","2014-04-02",,"81","96",
"IN012190100","POONA, IN","2014-04-03",,"84","99",
"IN012190100","POONA, IN","2014-04-04",,"86","101",
"IN012190100","POONA, IN","2014-04-05",,"87","103",
"IN012190100","POONA, IN","2014-04-06",,"86","101",
"IN012190100","POONA, IN","2014-04-07",,"86","101",
"IN012190100","POONA, IN","2014-04-08",,"84","99",
"IN012190100","POONA, IN","2014-04-09",,"82","99",
"IN012190100","POONA, IN","2014-04-10",,"82","99",
"IN012190100","POONA, IN","2014-04-11",,"81","98",
"IN012190100","POONA, IN","2014-04-12",,"81","98",
"IN012190100","POONA, IN","2014-04-13",,"78","101",
"IN012190100","POONA, IN","2014-04-14",,"83","101",
"IN012190100","POONA, IN","2014-04-15",,"85","101",
"IN012190100","POONA, IN","2014-04-16",,"86","102",
"IN012190100","POONA, IN","2014-04-17",,"85","102",
"IN012190100","POONA, IN","2014-04-18",,"86","101",
"IN012190100","POONA, IN","2014-04-19",,"85","102",
"IN012190100","POONA, IN","2014-04-20",,"84","99",
"IN012190100","POONA, IN","2014-04-21","0.00","84","100",
"IN012190100","POONA, IN","2014-04-22","0.24","87","99",
"IN012190100","POONA, IN","2014-04-23","0.00","90","101",
"IN012190100","POONA, IN","2014-04-24",,"87","102",
"IN012190100","POONA, IN","2014-04-25",,"87","103",
"IN012190100","POONA, IN","2014-04-26",,"88","105",
"IN012190100","POONA, IN","2014-04-27",,"89","104",
"IN012190100","POONA, IN","2014-04-28",,"90","104",
"IN012190100","POONA, IN","2014-04-29",,"89","105",
"IN012190100","POONA, IN","2014-04-30",,"89","105",
"IN012190100","POONA, IN","2014-05-01",,"87","105",
"IN012190100","POONA, IN","2014-05-02",,"89","102",
"IN012190100","POONA, IN","2014-05-03",,"85","103",
"IN012190100","POONA, IN","2014-05-04",,"85","101",
"IN012190100","POONA, IN","2014-05-05",,"85","101",
"IN012190100","POONA, IN","2014-05-06",,"90","104",
"IN012190100","POONA, IN","2014-05-07",,"85","99",
"IN012190100","POONA, IN","2014-05-08","0.00","86","98",
"IN012190100","POONA, IN","2014-05-09","0.00","84","97",
"IN012190100","POONA, IN","2014-05-10","0.12","84","95",
"IN012190100","POONA, IN","2014-05-11","0.00","81","97",
"IN012190100","POONA, IN","2014-05-12",,"82","97",
"IN012190100","POONA, IN","2014-05-13",,"83","97",
"IN012190100","POONA, IN","2014-05-14",,"81","97",
"IN012190100","POONA, IN","2014-05-15",,"83","96",
"IN012190100","POONA, IN","2014-05-16",,"83","99",
"IN012190100","POONA, IN","2014-05-17","0.00","85","100",
"IN012190100","POONA, IN","2014-05-18",,"85","101",
"IN012190100","POONA, IN","2014-05-19",,"87","101",
"IN012190100","POONA, IN","2014-05-20",,"87","99",
"IN012190100","POONA, IN","2014-05-21",,"87","100",
"IN012190100","POONA, IN","2014-05-22",,"86","96",
"IN012190100","POONA, IN","2014-05-23",,"86","101",
"IN012190100","POONA, IN","2014-05-24",,"87","102",
"IN012190100","POONA, IN","2014-05-25",,"87","101",
"IN012190100","POONA, IN","2014-05-26",,"86","103",
"IN012190100","POONA, IN","2014-05-27",,"79","99",
"IN012190100","POONA, IN","2014-05-28",,"85","102",
"IN012190100","POONA, IN","2014-05-29",,"86","99","76"
"IN012190100","POONA, IN","2014-05-30",,"85","99",
"IN012190100","POONA, IN","2014-05-31",,"85","99",
"IN012190100","POONA, IN","2014-06-01",,"82",,
"IN012190100","POONA, IN","2014-06-02",,"88","105",
"IN012190100","POONA, IN","2014-06-03",,"84","95",
"IN012190100","POONA, IN","2014-06-04",,"84","96",
"IN012190100","POONA, IN","2014-06-05","0.20","81","91",
"IN012190100","POONA, IN","2014-06-06","0.02","86","99",
"IN012190100","POONA, IN","2014-06-07","0.00","86","99",
"IN012190100","POONA, IN","2014-06-08",,"87","99",
"IN012190100","POONA, IN","2014-06-09",,"82","93",
"IN012190100","POONA, IN","2014-06-10",,"84","99",
"IN012190100","POONA, IN","2014-06-11",,"85","95",
"IN012190100","POONA, IN","2014-06-12",,"84","94",
"IN012190100","POONA, IN","2014-06-13",,"83","94",
"IN012190100","POONA, IN","2014-06-14",,"82","91",
"IN012190100","POONA, IN","2014-06-15",,"80","90",
"IN012190100","POONA, IN","2014-06-16",,"80","88",
"IN012190100","POONA, IN","2014-06-17","0.08","80","89",
"IN012190100","POONA, IN","2014-06-18","0.00","80","91",
"IN012190100","POONA, IN","2014-06-19","0.01","80","90",
"IN012190100","POONA, IN","2014-06-20","0.00","82","89",
"IN012190100","POONA, IN","2014-06-21",,"82","88",
"IN012190100","POONA, IN","2014-06-22",,"82","91",
"IN012190100","POONA, IN","2014-06-23",,"82","92",
"IN012190100","POONA, IN","2014-06-24",,"82","91",
"IN012190100","POONA, IN","2014-06-25",,"81","91",
"IN012190100","POONA, IN","2014-06-26",,"81",,
"IN012190100","POONA, IN","2014-06-27",,"83","95",
"IN012190100","POONA, IN","2014-06-28",,"81","92",
"IN012190100","POONA, IN","2014-06-29",,"83","94",
"IN012190100","POONA, IN","2014-06-30",,"82","94",
"IN012190100","POONA, IN","2014-07-01",,"80","92",
"IN012190100","POONA, IN","2014-07-02",,"79","88",
"IN012190100","POONA, IN","2014-07-03",,"78","87",
"IN012190100","POONA, IN","2014-07-04","0.02","79","87",
"IN012190100","POONA, IN","2014-07-05","0.01","82","90",
"IN012190100","POONA, IN","2014-07-06","0.00","82","94",
"IN012190100","POONA, IN","2014-07-07",,"81","91",
"IN012190100","POONA, IN","2014-07-08",,"80","91",
"IN012190100","POONA, IN","2014-07-09",,"80","91",
"IN012190100","POONA, IN","2014-07-10","0.00","76","85",
"IN012190100","POONA, IN","2014-07-11","0.24","76","86",
"IN012190100","POONA, IN","2014-07-12","0.20","74","82",
"IN012190100","POONA, IN","2014-07-13","0.20","77","86","70"
"IN012190100","POONA, IN","2014-07-14","0.01","77","87",
"IN012190100","POONA, IN","2014-07-15","0.02","76","84",
"IN012190100","POONA, IN","2014-07-16","0.24","75","81",
"IN012190100","POONA, IN","2014-07-17","0.28","76","83",
"IN012190100","POONA, IN","2014-07-18","0.47","76","85",
"IN012190100","POONA, IN","2014-07-19","0.28","77","84",
"IN012190100","POONA, IN","2014-07-20","0.12","77","83",
"IN012190100","POONA, IN","2014-07-21","0.28","75","81",
"IN012190100","POONA, IN","2014-07-22","1.06","74","78",
"IN012190100","POONA, IN","2014-07-23","0.83","74","78",
"IN012190100","POONA, IN","2014-07-24","0.20","77","83",
"IN012190100","POONA, IN","2014-07-25","0.08","77","85",
"IN012190100","POONA, IN","2014-07-26","0.12","77","85",
"IN012190100","POONA, IN","2014-07-27","0.00","75","81",
"IN012190100","POONA, IN","2014-07-28","0.16","74","78",
"IN012190100","POONA, IN","2014-07-29","0.43","73","76",
"IN012190100","POONA, IN","2014-07-30","3.31","74","79",
"IN012190100","POONA, IN","2014-07-31","2.68","74",,
"IN012190100","POONA, IN","2014-08-01","0.43","76","83",
"IN012190100","POONA, IN","2014-08-02","0.12","76","82",
"IN012190100","POONA, IN","2014-08-03","0.16","76","84",
"IN012190100","POONA, IN","2014-08-04","0.55","73","77",
"IN012190100","POONA, IN","2014-08-05","1.61","75","81",
"IN012190100","POONA, IN","2014-08-06","0.20","74","80",
"IN012190100","POONA, IN","2014-08-07","0.20","75","82",
"IN012190100","POONA, IN","2014-08-08","0.04","75","82",
"IN012190100","POONA, IN","2014-08-09","0.08","76","83",
"IN012190100","POONA, IN","2014-08-10","0.02","76","83",
"IN012190100","POONA, IN","2014-08-11","0.02","75","83",
"IN012190100","POONA, IN","2014-08-12","0.01","75","86",
"IN012190100","POONA, IN","2014-08-13","0.00","76",,
"IN012190100","POONA, IN","2014-08-14","0.00","77","85",
"IN012190100","POONA, IN","2014-08-15","0.04","75","83",
"IN012190100","POONA, IN","2014-08-16","0.00","75","82",
"IN012190100","POONA, IN","2014-08-17","0.12","76","84",
"IN012190100","POONA, IN","2014-08-18","0.00","78","88",
"IN012190100","POONA, IN","2014-08-19",,"78","91",
"IN012190100","POONA, IN","2014-08-20",,"79","91",
"IN012190100","POONA, IN","2014-08-21","0.08","79","91",
"IN012190100","POONA, IN","2014-08-22","0.16","77","89",
"IN012190100","POONA, IN","2014-08-23","1.30","77","89",
"IN012190100","POONA, IN","2014-08-24","1.02","77","88",
"IN012190100","POONA, IN","2014-08-25","2.48","78","90",
"IN012190100","POONA, IN","2014-08-26","0.00","74","82",
"IN012190100","POONA, IN","2014-08-27","0.24","74","82",
"IN012190100","POONA, IN","2014-08-28","0.08","75","82",
"IN012190100","POONA, IN","2014-08-29","0.20","74","85",
"IN012190100","POONA, IN","2014-08-30","0.91","77","85",
"IN012190100","POONA, IN","2014-08-31","0.00","75","81",
"IN012190100","POONA, IN","2014-09-01","0.59","74","77",
"IN012190100","POONA, IN","2014-09-02","0.04","75","83",
"IN012190100","POONA, IN","2014-09-03","0.12","75","82",
"IN012190100","POONA, IN","2014-09-04","0.24","74","83",
"IN012190100","POONA, IN","2014-09-05","0.16","74","79",
"IN012190100","POONA, IN","2014-09-06","0.35","76","84",
"IN012190100","POONA, IN","2014-09-07","0.00","76","83",
"IN012190100","POONA, IN","2014-09-08","0.02","74","80",
"IN012190100","POONA, IN","2014-09-09","0.03","74","82",
"IN012190100","POONA, IN","2014-09-10","0.12","75","83",
"IN012190100","POONA, IN","2014-09-11","0.01","73","82",
"IN012190100","POONA, IN","2014-09-12","0.00","74","83",
"IN012190100","POONA, IN","2014-09-13","0.00","76","86",
"IN012190100","POONA, IN","2014-09-14",,"77","85",
"IN012190100","POONA, IN","2014-09-15",,"76","86",
"IN012190100","POONA, IN","2014-09-16",,"77","87",
"IN012190100","POONA, IN","2014-09-17",,"77","88",
"IN012190100","POONA, IN","2014-09-18","0.01","77","87",
"IN012190100","POONA, IN","2014-09-19","0.00","77","87",
"IN012190100","POONA, IN","2014-09-20","0.08","74",,
"IN012190100","POONA, IN","2014-09-21","0.00","75","87",
"IN012190100","POONA, IN","2014-09-22",,"78","88",
"IN012190100","POONA, IN","2014-09-23",,"78","89",
"IN012190100","POONA, IN","2014-09-24",,"78","91",
"IN012190100","POONA, IN","2014-09-25",,"77","92",
"IN012190100","POONA, IN","2014-09-26",,"80","92",
"IN012190100","POONA, IN","2014-09-27",,"79","91",
"IN012190100","POONA, IN","2014-09-28",,"80","92",
"IN012190100","POONA, IN","2014-09-29",,"80","91",
"IN012190100","POONA, IN","2014-09-30",,"80","92",
"IN012190100","POONA, IN","2014-10-01",,"75","89",
"IN012190100","POONA, IN","2014-10-02",,"79","92",
"IN012190100","POONA, IN","2014-10-03",,"82","94",
"IN012190100","POONA, IN","2014-10-04",,"79","94",
"IN012190100","POONA, IN","2014-10-05",,"80","94",
"IN012190100","POONA, IN","2014-10-06",,"80","93",
"IN012190100","POONA, IN","2014-10-07",,"77","91",
"IN012190100","POONA, IN","2014-10-08",,"76","87",
"IN012190100","POONA, IN","2014-10-09",,"78","90",
"IN012190100","POONA, IN","2014-10-10",,"80","93","71"
"IN012190100","POONA, IN","2014-10-11","0.00","80","92",
"IN012190100","POONA, IN","2014-10-12",,"77","93",
"IN012190100","POONA, IN","2014-10-13",,"78","92",
"IN012190100","POONA, IN","2014-10-14",,"77","93",
"IN012190100","POONA, IN","2014-10-15",,"81","93",
"IN012190100","POONA, IN","2014-10-16",,"80","91",
"IN012190100","POONA, IN","2014-10-17",,"78","93",
"IN012190100","POONA, IN","2014-10-18","0.00","77","93",
"IN012190100","POONA, IN","2014-10-19","0.20","79","91",
"IN012190100","POONA, IN","2014-10-20","0.00","79","91",
"IN012190100","POONA, IN","2014-10-21",,"80","92",
"IN012190100","POONA, IN","2014-10-22","0.08","78","91",
"IN012190100","POONA, IN","2014-10-23","0.00","77","91",
"IN012190100","POONA, IN","2014-10-24",,"77","89",
"IN012190100","POONA, IN","2014-10-25","0.00","69","73",
"IN012190100","POONA, IN","2014-10-26","0.20","69","75","64"
"IN012190100","POONA, IN","2014-10-27","0.02","71","79",
"IN012190100","POONA, IN","2014-10-28","0.00","74","88",
"IN012190100","POONA, IN","2014-10-29",,"72","88",
"IN012190100","POONA, IN","2014-10-30",,"72","89",
"IN012190100","POONA, IN","2014-10-31",,"72","89",
"IN012190100","POONA, IN","2014-11-01",,"73","90",
"IN012190100","POONA, IN","2014-11-02",,"74","90",
"IN012190100","POONA, IN","2014-11-03",,"74","91",
"IN012190100","POONA, IN","2014-11-04",,"73","91",
"IN012190100","POONA, IN","2014-11-05",,"74","91",
"IN012190100","POONA, IN","2014-11-06",,"74","92",
"IN012190100","POONA, IN","2014-11-07",,"73","90",
"IN012190100","POONA, IN","2014-11-08",,"73","88",
"IN012190100","POONA, IN","2014-11-09",,"73","89",
"IN012190100","POONA, IN","2014-11-10",,"79","90",
"IN012190100","POONA, IN","2014-11-11",,"79","91",
"IN012190100","POONA, IN","2014-11-12",,"79","92","66"
"IN012190100","POONA, IN","2014-11-13",,"78","89",
"IN012190100","POONA, IN","2014-11-14","0.00","76","83",
"IN012190100","POONA, IN","2014-11-15","0.63","72","77",
"IN012190100","POONA, IN","2014-11-16","0.35","76","84",
"IN012190100","POONA, IN","2014-11-17","0.00","76","87",
"IN012190100","POONA, IN","2014-11-18","0.04","77","88",
"IN012190100","POONA, IN","2014-11-19","0.00","76","88",
"IN012190100","POONA, IN","2014-11-20",,"72","88",
"IN012190100","POONA, IN","2014-11-21",,"71","86",
"IN012190100","POONA, IN","2014-11-22",,"72","88",
"IN012190100","POONA, IN","2014-11-23",,"73","87",
"IN012190100","POONA, IN","2014-11-24",,"72","86",
"IN012190100","POONA, IN","2014-11-25",,"69","85",
"IN012190100","POONA, IN","2014-11-26",,"68","86",
"IN012190100","POONA, IN","2014-11-27",,"68","87",
"IN012190100","POONA, IN","2014-11-28",,"68","86",
"IN012190100","POONA, IN","2014-11-29",,"70","87",
"IN012190100","POONA, IN","2014-11-30",,"69","85",
"IN012190100","POONA, IN","2014-12-01",,"68","85",
"IN012190100","POONA, IN","2014-12-02",,"69","86",
"IN012190100","POONA, IN","2014-12-03",,"70","87",
"IN012190100","POONA, IN","2014-12-04",,"68",,
"IN012190100","POONA, IN","2014-12-05",,"67","85",
"IN012190100","POONA, IN","2014-12-06",,"66","84",
"IN012190100","POONA, IN","2014-12-07",,"68","87",
"IN012190100","POONA, IN","2014-12-08",,"69","88",
"IN012190100","POONA, IN","2014-12-09",,"72","88",
"IN012190100","POONA, IN","2014-12-10",,"73","89",
"IN012190100","POONA, IN","2014-12-11",,"74","88",
"IN012190100","POONA, IN","2014-12-12",,"73","85",
"IN012190100","POONA, IN","2014-12-13",,"73","82",
"IN012190100","POONA, IN","2014-12-14",,"70","85",
"IN012190100","POONA, IN","2014-12-15",,"66","83",
"IN012190100","POONA, IN","2014-12-16",,"64","80","51"
"IN012190100","POONA, IN","2014-12-17",,"63","77",
"IN012190100","POONA, IN","2014-12-18",,"63","78",
"IN012190100","POONA, IN","2014-12-19",,"65","82",
"IN012190100","POONA, IN","2014-12-20",,"66","82",
"IN012190100","POONA, IN","2014-12-21",,"64","83",
"IN012190100","POONA, IN","2014-12-22",,"63","83",
"IN012190100","POONA, IN","2014-12-23",,"64","85",
"IN012190100","POONA, IN","2014-12-24",,"66","84",
"IN012190100","POONA, IN","2014-12-25",,"66","85",
"IN012190100","POONA, IN","2014-12-26",,"65","80",
"IN012190100","POONA, IN","2014-12-27",,"62","78",
"IN012190100","POONA, IN","2014-12-28",,"60","79",
"IN012190100","POONA, IN","2014-12-29",,"64","82",
"IN012190100","POONA, IN","2014-12-30",,"69","86",
"IN012190100","POONA, IN","2014-12-31",,"67","78",
"IN012190100","POONA, IN","2015-01-01",,"66","76",
"IN012190100","POONA, IN","2015-01-02",,"66","79",
"IN012190100","POONA, IN","2015-01-03",,"66","80",
"IN012190100","POONA, IN","2015-01-04",,"67","80",
"IN012190100","POONA, IN","2015-01-05",,"67","81",
"IN012190100","POONA, IN","2015-01-06",,"69","84",
"IN012190100","POONA, IN","2015-01-07",,"68","85",
"IN012190100","POONA, IN","2015-01-08",,"64","81",
"IN012190100","POONA, IN","2015-01-09",,"62","81",
"IN012190100","POONA, IN","2015-01-10",,"62","83",
"IN012190100","POONA, IN","2015-01-11",,"64","83",
"IN012190100","POONA, IN","2015-01-12",,"62","83","45"
"IN012190100","POONA, IN","2015-01-13",,"63","85",
"IN012190100","POONA, IN","2015-01-14",,"65","85",
"IN012190100","POONA, IN","2015-01-15",,"64","84",
"IN012190100","POONA, IN","2015-01-16",,"65","84",
"IN012190100","POONA, IN","2015-01-17",,"65","84",
"IN012190100","POONA, IN","2015-01-18",,"66","84",
"IN012190100","POONA, IN","2015-01-19",,"69","86",
"IN012190100","POONA, IN","2015-01-20",,"66","82",
"IN012190100","POONA, IN","2015-01-21",,"67","85",
"IN012190100","POONA, IN","2015-01-22",,"69","85",
"IN012190100","POONA, IN","2015-01-23",,"69","82",
"IN012190100","POONA, IN","2015-01-24",,"71","86",
"IN012190100","POONA, IN","2015-01-25",,"71","84",
"IN012190100","POONA, IN","2015-01-26",,"69","85",
"IN012190100","POONA, IN","2015-01-27",,"70","86",
"IN012190100","POONA, IN","2015-01-28",,"69","86",
"IN012190100","POONA, IN","2015-01-29",,"69","86",
"IN012190100","POONA, IN","2015-01-30",,"69",,
"IN012190100","POONA, IN","2015-01-31",,"68","86",
"IN012190100","POONA, IN","2015-02-01",,"71","88",
"IN012190100","POONA, IN","2015-02-02",,"72","90",
"IN012190100","POONA, IN","2015-02-03",,"71","87",
"IN012190100","POONA, IN","2015-02-04",,"69","87",
"IN012190100","POONA, IN","2015-02-05",,"68","87",
"IN012190100","POONA, IN","2015-02-06",,"67","88",
"IN012190100","POONA, IN","2015-02-07",,"69","89",
"IN012190100","POONA, IN","2015-02-08",,"67","86",
"IN012190100","POONA, IN","2015-02-09",,"70","88",
"IN012190100","POONA, IN","2015-02-10",,"73","90",
"IN012190100","POONA, IN","2015-02-11",,"72","90",
"IN012190100","POONA, IN","2015-02-12",,"71","88",
"IN012190100","POONA, IN","2015-02-13",,"72","91",
"IN012190100","POONA, IN","2015-02-14",,"72","91",
"IN012190100","POONA, IN","2015-02-15",,"73","94",
"IN012190100","POONA, IN","2015-02-16",,"74","95",
"IN012190100","POONA, IN","2015-02-17",,"73","95",
"IN012190100","POONA, IN","2015-02-18",,"73","94",
"IN012190100","POONA, IN","2015-02-19",,"75","92",
"IN012190100","POONA, IN","2015-02-20",,"75","94",
"IN012190100","POONA, IN","2015-02-21",,"73","91",
"IN012190100","POONA, IN","2015-02-22",,"74","92",
"IN012190100","POONA, IN","2015-02-23",,"75","93",
"IN012190100","POONA, IN","2015-02-24",,"76","95","58"
