"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012190100","POONA, IN","2011-04-22",,"86","100","70"
"IN012190100","POONA, IN","2011-04-23",,"84","98","68"
"IN012190100","POONA, IN","2011-04-24",,"80","99",
"IN012190100","POONA, IN","2011-04-25",,"84","99","69"
"IN012190100","POONA, IN","2011-04-26",,"86","101","71"
"IN012190100","POONA, IN","2011-04-27",,"87","103",
"IN012190100","POONA, IN","2011-04-28",,"88","103","71"
"IN012190100","POONA, IN","2011-04-29",,"85","99","73"
"IN012190100","POONA, IN","2011-04-30",,"88","105","75"
"IN012190100","POONA, IN","2011-05-01",,"88","103",
"IN012190100","POONA, IN","2011-05-02",,"86","101","76"
"IN012190100","POONA, IN","2011-05-03",,"84","98","72"
"IN012190100","POONA, IN","2011-05-04",,"82","95","71"
"IN012190100","POONA, IN","2011-05-05",,"82","96","70"
"IN012190100","POONA, IN","2011-05-06",,"82","96","71"
"IN012190100","POONA, IN","2011-05-07",,"81","95","67"
"IN012190100","POONA, IN","2011-05-08",,"83","99","71"
"IN012190100","POONA, IN","2011-05-09",,"84","97","74"
"IN012190100","POONA, IN","2011-05-10",,"83","96","74"
"IN012190100","POONA, IN","2011-05-11",,"85","98","69"
"IN012190100","POONA, IN","2011-05-12",,"83","98","72"
"IN012190100","POONA, IN","2011-05-13",,"82","98","72"
"IN012190100","POONA, IN","2011-05-14",,"87","99","73"
"IN012190100","POONA, IN","2011-05-15",,"88","102","72"
"IN012190100","POONA, IN","2011-05-16",,"86","97",
"IN012190100","POONA, IN","2011-05-17",,"89","105","77"
"IN012190100","POONA, IN","2011-05-18",,"85","100","76"
"IN012190100","POONA, IN","2011-05-19",,"85","98",
"IN012190100","POONA, IN","2011-05-20",,"83","96","73"
"IN012190100","POONA, IN","2011-05-21",,"83","94",
"IN012190100","POONA, IN","2011-05-22",,"84","95","77"
"IN012190100","POONA, IN","2011-05-23",,"85","97","77"
"IN012190100","POONA, IN","2011-05-24",,"84","98",
"IN012190100","POONA, IN","2011-05-25",,"85","100","74"
"IN012190100","POONA, IN","2011-05-26",,"83","100",
"IN012190100","POONA, IN","2011-05-27",,"84","98","72"
"IN012190100","POONA, IN","2011-05-28",,"85","99","75"
"IN012190100","POONA, IN","2011-05-29",,"86",,"76"
"IN012190100","POONA, IN","2011-05-30",,"85","97","78"
"IN012190100","POONA, IN","2011-05-31",,"85","96","76"
"IN012190100","POONA, IN","2011-06-01",,"85","97","76"
"IN012190100","POONA, IN","2011-06-02",,"81","98",
"IN012190100","POONA, IN","2011-06-03",,"78","90","69"
"IN012190100","POONA, IN","2011-06-04",,"77","87","73"
"IN012190100","POONA, IN","2011-06-05",,"79","88","74"
"IN012190100","POONA, IN","2011-06-06",,"79","88",
"IN012190100","POONA, IN","2011-06-07",,"81","90","72"
"IN012190100","POONA, IN","2011-06-08",,"83",,"73"
"IN012190100","POONA, IN","2011-06-14","0.12","77","84",
"IN012190100","POONA, IN","2011-06-15","0.08","78","85","71"
"IN012190100","POONA, IN","2011-06-16","0.01","76","83","73"
"IN012190100","POONA, IN","2011-06-17","0.20","77","84","72"
"IN012190100","POONA, IN","2011-06-18","0.02","79","86","73"
"IN012190100","POONA, IN","2011-06-19","0.00","78","86","74"
"IN012190100","POONA, IN","2011-06-20","0.01","78","84","74"
"IN012190100","POONA, IN","2011-06-21","0.08","78","84","74"
"IN012190100","POONA, IN","2011-06-22","0.00","78","86",
"IN012190100","POONA, IN","2011-06-23","0.08","79","87","75"
"IN012190100","POONA, IN","2011-06-24","0.00","78","86","75"
"IN012190100","POONA, IN","2011-06-25","0.00","79","87",
"IN012190100","POONA, IN","2011-06-26","0.00","77","82","75"
"IN012190100","POONA, IN","2011-06-27","0.04","78","86","75"
"IN012190100","POONA, IN","2011-06-28","0.28","76","84","74"
"IN012190100","POONA, IN","2011-06-29","0.20","78","85","73"
"IN012190100","POONA, IN","2011-06-30","0.01","79","87","73"
"IN012190100","POONA, IN","2011-07-01","0.00","78","87","73"
"IN012190100","POONA, IN","2011-07-02","0.00","79","87","73"
"IN012190100","POONA, IN","2011-07-03","0.12","76","81","73"
"IN012190100","POONA, IN","2011-07-04","0.04","78","86","71"
"IN012190100","POONA, IN","2011-07-05","0.24","79","89","72"
"IN012190100","POONA, IN","2011-07-06","0.02","76","85","73"
"IN012190100","POONA, IN","2011-07-07","0.04","77","84",
"IN012190100","POONA, IN","2011-07-08","0.20","74","81","70"
"IN012190100","POONA, IN","2011-07-09","0.43","74","83","71"
"IN012190100","POONA, IN","2011-07-10","0.20","75","84","71"
"IN012190100","POONA, IN","2011-07-11","0.12","77","85","72"
"IN012190100","POONA, IN","2011-07-12","0.01","76","83","72"
"IN012190100","POONA, IN","2011-07-13","0.00","74","79",
"IN012190100","POONA, IN","2011-07-14","0.67","74","79","70"
"IN012190100","POONA, IN","2011-07-15","0.01","76","84","72"
"IN012190100","POONA, IN","2011-07-16","0.04","76","84","72"
"IN012190100","POONA, IN","2011-07-17","0.59","75","81","72"
"IN012190100","POONA, IN","2011-07-18","1.30","75","80","73"
"IN012190100","POONA, IN","2011-07-19","0.79","74","77",
"IN012190100","POONA, IN","2011-07-20","1.50","76","83","72"
"IN012190100","POONA, IN","2011-07-21","0.02","76","82","74"
"IN012190100","POONA, IN","2011-07-22","0.02","75","83",
"IN012190100","POONA, IN","2011-07-23","0.00","76","84","73"
"IN012190100","POONA, IN","2011-07-24","0.08","76","83","71"
"IN012190100","POONA, IN","2011-07-25","0.00","78","87",
"IN012190100","POONA, IN","2011-07-26","0.00","77","87","72"
"IN012190100","POONA, IN","2011-07-27","0.28","77","86","73"
"IN012190100","POONA, IN","2011-07-28","0.00","76","85",
"IN012190100","POONA, IN","2011-07-29","0.94","75","82","71"
"IN012190100","POONA, IN","2011-07-30","0.28","76","83","72"
"IN012190100","POONA, IN","2011-07-31","0.39","74","80","71"
"IN012190100","POONA, IN","2011-08-01","0.16","74","80","71"
"IN012190100","POONA, IN","2011-08-02","0.28","75","81","72"
"IN012190100","POONA, IN","2011-08-03","0.03","76","82",
"IN012190100","POONA, IN","2011-08-04","0.00","75","82","72"
"IN012190100","POONA, IN","2011-08-05","0.12","75","82",
"IN012190100","POONA, IN","2011-08-06","0.08","76","83","72"
"IN012190100","POONA, IN","2011-08-07","0.02","76","83","73"
"IN012190100","POONA, IN","2011-08-08","0.00","75","83","73"
"IN012190100","POONA, IN","2011-08-09","0.04","76","81","73"
"IN012190100","POONA, IN","2011-08-10","0.03","76","82","73"
"IN012190100","POONA, IN","2011-08-11","0.08","77","84","73"
"IN012190100","POONA, IN","2011-08-12","0.02","75","81","73"
"IN012190100","POONA, IN","2011-08-13","0.20","75","82","72"
"IN012190100","POONA, IN","2011-08-14","0.02","76","80","73"
"IN012190100","POONA, IN","2011-08-15","0.08","76","84","72"
"IN012190100","POONA, IN","2011-08-16","0.00","76","82","72"
"IN012190100","POONA, IN","2011-08-17","0.03","75","82",
"IN012190100","POONA, IN","2011-08-18","0.04","76","86","69"
"IN012190100","POONA, IN","2011-08-19","0.00","78","86","72"
"IN012190100","POONA, IN","2011-08-20",,"78","87","72"
"IN012190100","POONA, IN","2011-08-21",,"77","84","73"
"IN012190100","POONA, IN","2011-08-22",,"78","88",
"IN012190100","POONA, IN","2011-08-23","0.00","77","86","73"
"IN012190100","POONA, IN","2011-08-24","0.00","76","84","72"
"IN012190100","POONA, IN","2011-08-25","0.04","74","76","72"
"IN012190100","POONA, IN","2011-08-26","0.01","74","79",
"IN012190100","POONA, IN","2011-08-27","0.63","72","75","70"
"IN012190100","POONA, IN","2011-08-28","0.63","73","79","70"
"IN012190100","POONA, IN","2011-08-29","0.00","73","76",
"IN012190100","POONA, IN","2011-08-30","1.57","74","83","72"
"IN012190100","POONA, IN","2011-08-31","0.08","78","86","71"
"IN012190100","POONA, IN","2011-09-01","0.00","75","82",
"IN012190100","POONA, IN","2011-09-02","0.43","76","83","72"
"IN012190100","POONA, IN","2011-09-03","0.55","75","77","73"
"IN012190100","POONA, IN","2011-09-04","3.19","76","82",
"IN012190100","POONA, IN","2011-09-05","0.08","75","81","72"
"IN012190100","POONA, IN","2011-09-06","0.08","74","80","72"
"IN012190100","POONA, IN","2011-09-07","0.43","75","82","72"
"IN012190100","POONA, IN","2011-09-08","0.20","76","84","72"
"IN012190100","POONA, IN","2011-09-09","0.00","77","84","72"
"IN012190100","POONA, IN","2011-09-10",,"76","83","72"
"IN012190100","POONA, IN","2011-09-11","0.02","74","82","70"
"IN012190100","POONA, IN","2011-09-12","0.08","74","82",
"IN012190100","POONA, IN","2011-09-13","0.00","77","86","67"
"IN012190100","POONA, IN","2011-09-14",,"78","88","72"
"IN012190100","POONA, IN","2011-09-15","0.02","77","88",
"IN012190100","POONA, IN","2011-09-16","0.55","76","84","71"
"IN012190100","POONA, IN","2011-09-17","0.00","76","84","69"
"IN012190100","POONA, IN","2011-09-18","0.02","75","82",
"IN012190100","POONA, IN","2011-09-19","0.00","76","85","67"
"IN012190100","POONA, IN","2011-09-20",,"74","85",
"IN012190100","POONA, IN","2011-09-21",,"73","83","68"
"IN012190100","POONA, IN","2011-09-22",,"75","85","67"
"IN012190100","POONA, IN","2011-09-23",,"75","85","65"
"IN012190100","POONA, IN","2011-09-24",,"75","86","68"
"IN012190100","POONA, IN","2011-09-25",,"76","87","67"
"IN012190100","POONA, IN","2011-09-26",,"77","89","67"
"IN012190100","POONA, IN","2011-09-27",,"77","88","68"
"IN012190100","POONA, IN","2011-09-28",,"76","88","68"
"IN012190100","POONA, IN","2011-09-29",,"75","88","70"
"IN012190100","POONA, IN","2011-09-30",,"75","85","69"
"IN012190100","POONA, IN","2011-10-01",,"77","88","72"
"IN012190100","POONA, IN","2011-10-02",,"75","86",
"IN012190100","POONA, IN","2011-10-03",,"76","88","68"
"IN012190100","POONA, IN","2011-10-04",,"75","87","69"
"IN012190100","POONA, IN","2011-10-05","0.00","77","89","69"
"IN012190100","POONA, IN","2011-10-06",,"77","91","66"
"IN012190100","POONA, IN","2011-10-07",,"76","90","67"
"IN012190100","POONA, IN","2011-10-08",,"78","90",
"IN012190100","POONA, IN","2011-10-09","0.67","80","92","69"
"IN012190100","POONA, IN","2011-10-10","0.00","81","93","71"
"IN012190100","POONA, IN","2011-10-11",,"77","91",
"IN012190100","POONA, IN","2011-10-12","4.13","75","88","68"
"IN012190100","POONA, IN","2011-10-13","0.12","78","88","71"
"IN012190100","POONA, IN","2011-10-14","0.12","79","90","71"
"IN012190100","POONA, IN","2011-10-15","0.00","76","90",
"IN012190100","POONA, IN","2011-10-16","1.93","77","89","69"
"IN012190100","POONA, IN","2011-10-17","0.00","78","89","70"
"IN012190100","POONA, IN","2011-10-18","0.28","76","87","70"
"IN012190100","POONA, IN","2011-10-19","0.00","78","90","71"
"IN012190100","POONA, IN","2011-10-20","0.04","76","89",
"IN012190100","POONA, IN","2011-10-21","0.00","75","91","63"
"IN012190100","POONA, IN","2011-10-22",,"74","89","60"
"IN012190100","POONA, IN","2011-10-23",,"74","89","60"
"IN012190100","POONA, IN","2011-10-24",,"72","88","59"
"IN012190100","POONA, IN","2011-10-25",,"71","89","55"
"IN012190100","POONA, IN","2011-10-26",,"73","89","57"
"IN012190100","POONA, IN","2011-10-27",,"76","89","62"
"IN012190100","POONA, IN","2011-10-28",,"76","87","68"
"IN012190100","POONA, IN","2011-10-29",,"77","87","69"
"IN012190100","POONA, IN","2011-10-30",,"76","88","67"
"IN012190100","POONA, IN","2011-10-31",,"74","89","62"
"IN012190100","POONA, IN","2011-11-01",,"74","89","61"
"IN012190100","POONA, IN","2011-11-02",,"73",,"62"
"IN012190100","POONA, IN","2011-11-03",,"73","88","61"
"IN012190100","POONA, IN","2011-11-04",,"74","88","60"
"IN012190100","POONA, IN","2011-11-05",,"75","89","61"
"IN012190100","POONA, IN","2011-11-06",,"74","90","63"
"IN012190100","POONA, IN","2011-11-07",,"73","91","60"
"IN012190100","POONA, IN","2011-11-08",,"72","90","58"
"IN012190100","POONA, IN","2011-11-09",,"72","89","57"
"IN012190100","POONA, IN","2011-11-10",,"72","89","57"
"IN012190100","POONA, IN","2011-11-11",,"73","92","56"
"IN012190100","POONA, IN","2011-11-12",,"74","92","58"
"IN012190100","POONA, IN","2011-11-13",,"75","92","58"
"IN012190100","POONA, IN","2011-11-14",,"75","91","60"
"IN012190100","POONA, IN","2011-11-15",,"73","90","60"
"IN012190100","POONA, IN","2011-11-16",,"72","88",
"IN012190100","POONA, IN","2011-11-17",,"71","88","53"
"IN012190100","POONA, IN","2011-11-18",,"70","88","51"
"IN012190100","POONA, IN","2011-11-19",,"70","89","52"
"IN012190100","POONA, IN","2011-11-20",,"71","89","54"
"IN012190100","POONA, IN","2011-11-21",,"71","88","54"
"IN012190100","POONA, IN","2011-11-22",,"70","87","53"
"IN012190100","POONA, IN","2011-11-23",,"70","85","52"
"IN012190100","POONA, IN","2011-11-24",,"69","84","55"
"IN012190100","POONA, IN","2011-11-25",,"69","85","56"
"IN012190100","POONA, IN","2011-11-26",,"74","86","55"
"IN012190100","POONA, IN","2011-11-27",,"78","87","71"
"IN012190100","POONA, IN","2011-11-28",,"77","83","72"
"IN012190100","POONA, IN","2011-11-29",,"74","89",
"IN012190100","POONA, IN","2011-11-30",,"76","90","61"
"IN012190100","POONA, IN","2011-12-01",,"75","91","65"
"IN012190100","POONA, IN","2011-12-02",,"74","91",
"IN012190100","POONA, IN","2011-12-03",,"71","89","55"
"IN012190100","POONA, IN","2011-12-04",,"73","90","57"
"IN012190100","POONA, IN","2011-12-05",,"74","92","58"
"IN012190100","POONA, IN","2011-12-06",,"73","91","60"
"IN012190100","POONA, IN","2011-12-07",,"71","88","58"
"IN012190100","POONA, IN","2011-12-08",,"69","86","55"
"IN012190100","POONA, IN","2011-12-09",,"70","89","52"
"IN012190100","POONA, IN","2011-12-10",,"71","89","55"
"IN012190100","POONA, IN","2011-12-11",,"71","89","54"
"IN012190100","POONA, IN","2011-12-12",,"70","88","55"
"IN012190100","POONA, IN","2011-12-13",,"71","87","57"
"IN012190100","POONA, IN","2011-12-14",,"69","85","56"
"IN012190100","POONA, IN","2011-12-15",,"67","85","52"
"IN012190100","POONA, IN","2011-12-16",,"67","85","51"
"IN012190100","POONA, IN","2011-12-17",,"67","87","52"
"IN012190100","POONA, IN","2011-12-18",,"67","87","51"
"IN012190100","POONA, IN","2011-12-19",,"67","85","51"
"IN012190100","POONA, IN","2011-12-20",,"67","85","53"
"IN012190100","POONA, IN","2011-12-21",,"66","84","51"
"IN012190100","POONA, IN","2011-12-22",,"67","85","51"
"IN012190100","POONA, IN","2011-12-23",,"67","84","51"
"IN012190100","POONA, IN","2011-12-24",,"64","87","51"
"IN012190100","POONA, IN","2011-12-25",,"67","88","49"
"IN012190100","POONA, IN","2011-12-26",,"66","88","48"
"IN012190100","POONA, IN","2011-12-27",,"65","88","46"
"IN012190100","POONA, IN","2011-12-28",,"67","86","47"
"IN012190100","POONA, IN","2011-12-29",,"60","83","48"
"IN012190100","POONA, IN","2011-12-30",,"66","87","46"
"IN012190100","POONA, IN","2011-12-31",,"73","90","55"
"IN012190100","POONA, IN","2012-01-01",,"74","87",
"IN012190100","POONA, IN","2012-01-02",,"72","88","60"
"IN012190100","POONA, IN","2012-01-03",,"71","89","59"
"IN012190100","POONA, IN","2012-01-04",,"71","90","55"
"IN012190100","POONA, IN","2012-01-05",,"71","90","55"
"IN012190100","POONA, IN","2012-01-06",,"73","89","56"
"IN012190100","POONA, IN","2012-01-07",,"68","89","51"
"IN012190100","POONA, IN","2012-01-08",,"66","87","48"
"IN012190100","POONA, IN","2012-01-09",,"62","82","45"
"IN012190100","POONA, IN","2012-01-10",,"62","80","46"
"IN012190100","POONA, IN","2012-01-11",,"61","79","46"
"IN012190100","POONA, IN","2012-01-12",,"61","80","44"
"IN012190100","POONA, IN","2012-01-13",,"62","81","44"
"IN012190100","POONA, IN","2012-01-14",,"63","82","46"
"IN012190100","POONA, IN","2012-01-15",,"64","86","45"
"IN012190100","POONA, IN","2012-01-16",,"65","88","47"
"IN012190100","POONA, IN","2012-01-17",,"63","88","47"
"IN012190100","POONA, IN","2012-01-18",,"65","81","49"
"IN012190100","POONA, IN","2012-01-19",,"63","77","50"
"IN012190100","POONA, IN","2012-01-20",,"63","81","46"
"IN012190100","POONA, IN","2012-01-21",,"66","85","48"
"IN012190100","POONA, IN","2012-01-22",,"68","84","52"
"IN012190100","POONA, IN","2012-01-23",,"70","86","57"
"IN012190100","POONA, IN","2012-01-24",,"71","85","57"
"IN012190100","POONA, IN","2012-01-25",,"70","87","56"
"IN012190100","POONA, IN","2012-01-26",,"68","84","53"
"IN012190100","POONA, IN","2012-01-27",,"69","87","52"
"IN012190100","POONA, IN","2012-01-28",,"67","85","51"
"IN012190100","POONA, IN","2012-01-29",,"65","83","49"
"IN012190100","POONA, IN","2012-01-30",,"68","86","48"
"IN012190100","POONA, IN","2012-01-31",,"69","88","54"
"IN012190100","POONA, IN","2012-02-01",,"69","86","56"
"IN012190100","POONA, IN","2012-02-02",,"68","86","55"
"IN012190100","POONA, IN","2012-02-03",,"69","87","53"
"IN012190100","POONA, IN","2012-02-04",,"71","89","55"
"IN012190100","POONA, IN","2012-02-05",,"72","89","56"
"IN012190100","POONA, IN","2012-02-06",,"72","91","56"
"IN012190100","POONA, IN","2012-02-07",,"71","89","56"
"IN012190100","POONA, IN","2012-02-08",,"65","85",
"IN012190100","POONA, IN","2012-02-09",,"62","84","40"
"IN012190100","POONA, IN","2012-02-10",,"65","86","44"
"IN012190100","POONA, IN","2012-02-11",,"69","90","49"
"IN012190100","POONA, IN","2012-02-12",,"72","93","53"
"IN012190100","POONA, IN","2012-02-13",,"72","94","53"
"IN012190100","POONA, IN","2012-02-14",,"73","92","53"
"IN012190100","POONA, IN","2012-02-15",,"72","89",
"IN012190100","POONA, IN","2012-02-16",,"68","88","50"
"IN012190100","POONA, IN","2012-02-17",,"70","90","48"
"IN012190100","POONA, IN","2012-02-18",,"74","93","54"
"IN012190100","POONA, IN","2012-02-19",,"76","95","59"
"IN012190100","POONA, IN","2012-02-20",,"75","94","58"
"IN012190100","POONA, IN","2012-02-21",,"75","96","56"
"IN012190100","POONA, IN","2012-02-22",,"76","97","55"
"IN012190100","POONA, IN","2012-02-23",,"76","95","55"
"IN012190100","POONA, IN","2012-02-24",,"75","95","57"
"IN012190100","POONA, IN","2012-02-25",,"75","95","55"
"IN012190100","POONA, IN","2012-02-26",,"75","97","55"
"IN012190100","POONA, IN","2012-02-27",,"77","98","56"
"IN012190100","POONA, IN","2012-02-28",,"75","94","56"
"IN012190100","POONA, IN","2012-02-29",,"72","92","50"
"IN012190100","POONA, IN","2012-03-01",,"70","91","50"
"IN012190100","POONA, IN","2012-03-02",,"71","90","48"
"IN012190100","POONA, IN","2012-03-03",,"74","92","54"
"IN012190100","POONA, IN","2012-03-04",,"75","95","56"
"IN012190100","POONA, IN","2012-03-05",,"77","98",
"IN012190100","POONA, IN","2012-03-06",,"75","95",
"IN012190100","POONA, IN","2012-03-07",,"73","92","51"
"IN012190100","POONA, IN","2012-03-08",,"70","88","50"
"IN012190100","POONA, IN","2012-03-09",,"70","88","51"
"IN012190100","POONA, IN","2012-03-10",,"73","91","50"
"IN012190100","POONA, IN","2012-03-11",,"76","95","54"
"IN012190100","POONA, IN","2012-03-12",,"76","95","58"
"IN012190100","POONA, IN","2012-03-13",,"75","93","55"
"IN012190100","POONA, IN","2012-03-14",,"76","95","55"
"IN012190100","POONA, IN","2012-03-15",,"79","98","56"
"IN012190100","POONA, IN","2012-03-16",,"80","99","58"
"IN012190100","POONA, IN","2012-03-17",,"81","101","59"
"IN012190100","POONA, IN","2012-03-18",,"80","100","59"
"IN012190100","POONA, IN","2012-03-19",,"80","101","58"
"IN012190100","POONA, IN","2012-03-20",,"82","102","58"
"IN012190100","POONA, IN","2012-03-21",,"82","101","60"
"IN012190100","POONA, IN","2012-03-22",,"82","100","61"
"IN012190100","POONA, IN","2012-03-23",,"83","101","62"
"IN012190100","POONA, IN","2012-03-24",,"83","101","61"
"IN012190100","POONA, IN","2012-03-25",,"83","102","60"
"IN012190100","POONA, IN","2012-03-26",,"82","101","60"
"IN012190100","POONA, IN","2012-03-27",,"85","102","62"
"IN012190100","POONA, IN","2012-03-28",,"83","102","62"
"IN012190100","POONA, IN","2012-03-29",,"84","102","67"
"IN012190100","POONA, IN","2012-03-30",,"83","98","66"
"IN012190100","POONA, IN","2012-03-31",,"84","100","64"
"IN012190100","POONA, IN","2012-04-01",,"87","101","67"
"IN012190100","POONA, IN","2012-04-02",,"86","102","68"
"IN012190100","POONA, IN","2012-04-03",,"86","102","72"
"IN012190100","POONA, IN","2012-04-04",,"85","102","69"
"IN012190100","POONA, IN","2012-04-05",,"85","101",
"IN012190100","POONA, IN","2012-04-06",,"84","99","65"
"IN012190100","POONA, IN","2012-04-07",,"84","102","63"
"IN012190100","POONA, IN","2012-04-08",,"86","104","64"
"IN012190100","POONA, IN","2012-04-09",,"86","102","68"
"IN012190100","POONA, IN","2012-04-10",,"87","102","74"
"IN012190100","POONA, IN","2012-04-11",,"86","100","75"
"IN012190100","POONA, IN","2012-04-12",,"83","100","70"
"IN012190100","POONA, IN","2012-04-13",,"84","101","65"
"IN012190100","POONA, IN","2012-04-14",,"85","100","66"
"IN012190100","POONA, IN","2012-04-15",,"87","101","70"
"IN012190100","POONA, IN","2012-04-16",,"83","102","70"
"IN012190100","POONA, IN","2012-04-17",,"85","99","70"
"IN012190100","POONA, IN","2012-04-18",,"86","102","71"
"IN012190100","POONA, IN","2012-04-19",,"80","98",
"IN012190100","POONA, IN","2012-04-20",,"84","98","69"
"IN012190100","POONA, IN","2012-04-21",,"84","98","70"
"IN012190100","POONA, IN","2012-04-22",,"86","100","69"
"IN012190100","POONA, IN","2012-04-23",,"85","99","68"
"IN012190100","POONA, IN","2012-04-24",,"83","99","65"
"IN012190100","POONA, IN","2012-04-25",,"86","100","67"
"IN012190100","POONA, IN","2012-04-26",,"88","101","70"
"IN012190100","POONA, IN","2012-04-27",,"89","99","68"
"IN012190100","POONA, IN","2012-04-28",,"86","100","71"
"IN012190100","POONA, IN","2012-04-29",,"85","101","69"
"IN012190100","POONA, IN","2012-04-30",,"83","100","71"
"IN012190100","POONA, IN","2012-05-01",,"84","99","65"
"IN012190100","POONA, IN","2012-05-02",,"84","99","64"
"IN012190100","POONA, IN","2012-05-03",,"87","101","65"
"IN012190100","POONA, IN","2012-05-04",,"83","98","72"
"IN012190100","POONA, IN","2012-05-05",,"82","96","71"
"IN012190100","POONA, IN","2012-05-06",,"82","95","72"
"IN012190100","POONA, IN","2012-05-07",,"83","99","71"
"IN012190100","POONA, IN","2012-05-08",,"85","101","73"
"IN012190100","POONA, IN","2012-05-09","0.01","87","101",
"IN012190100","POONA, IN","2012-05-10","0.00","85","100",
"IN012190100","POONA, IN","2012-05-11",,"86","99",
"IN012190100","POONA, IN","2012-05-12",,"84","99",
"IN012190100","POONA, IN","2012-05-13","0.00","85","98","71"
"IN012190100","POONA, IN","2012-05-14",,"85","100","71"
"IN012190100","POONA, IN","2012-05-15",,"87","103","68"
"IN012190100","POONA, IN","2012-05-16",,"86","101",
"IN012190100","POONA, IN","2012-05-17",,"86","102","69"
"IN012190100","POONA, IN","2012-05-18",,"87","100","72"
"IN012190100","POONA, IN","2012-05-19",,"87","101","69"
"IN012190100","POONA, IN","2012-05-20",,"86","101","71"
"IN012190100","POONA, IN","2012-05-21",,"86","99","74"
"IN012190100","POONA, IN","2012-05-22",,"84","100","72"
"IN012190100","POONA, IN","2012-05-23",,"85","100",
"IN012190100","POONA, IN","2012-05-24",,"85","99","75"
"IN012190100","POONA, IN","2012-05-25",,"83","99","75"
"IN012190100","POONA, IN","2012-05-26",,"85","99","75"
"IN012190100","POONA, IN","2012-05-27",,"83","96",
"IN012190100","POONA, IN","2012-05-28",,"83","95","73"
"IN012190100","POONA, IN","2012-05-29",,"84","97","74"
"IN012190100","POONA, IN","2012-05-30",,"83","96","74"
"IN012190100","POONA, IN","2012-05-31",,"84","98","73"
"IN012190100","POONA, IN","2012-06-01",,"84","96","75"
"IN012190100","POONA, IN","2012-06-02",,"84","95","75"
"IN012190100","POONA, IN","2012-06-03",,"85","97",
"IN012190100","POONA, IN","2012-06-04",,"86","100","75"
"IN012190100","POONA, IN","2012-06-05",,"84","96","77"
"IN012190100","POONA, IN","2012-06-06","0.03","76","84",
"IN012190100","POONA, IN","2012-06-07","0.16","79","93","71"
"IN012190100","POONA, IN","2012-06-08","0.24","79","91","69"
"IN012190100","POONA, IN","2012-06-09","0.04","81","91","74"
"IN012190100","POONA, IN","2012-06-10","0.00","78","88",
"IN012190100","POONA, IN","2012-06-11","0.04","81","90","71"
"IN012190100","POONA, IN","2012-06-12","0.00","81","93","70"
"IN012190100","POONA, IN","2012-06-13",,"83","95","73"
"IN012190100","POONA, IN","2012-06-14",,"84","97","74"
"IN012190100","POONA, IN","2012-06-15",,"81","92",
"IN012190100","POONA, IN","2012-06-16",,"81","91","75"
"IN012190100","POONA, IN","2012-06-17","0.01","76","83",
"IN012190100","POONA, IN","2012-06-18","0.51","80","89","73"
"IN012190100","POONA, IN","2012-06-19","0.00","81","90","76"
"IN012190100","POONA, IN","2012-06-20",,"81","91","75"
"IN012190100","POONA, IN","2012-06-21",,"81","92",
"IN012190100","POONA, IN","2012-06-22",,"81","91","74"
"IN012190100","POONA, IN","2012-06-23",,"81","92","74"
"IN012190100","POONA, IN","2012-06-24","0.00","78","89","75"
"IN012190100","POONA, IN","2012-06-25","0.28","79","89","73"
"IN012190100","POONA, IN","2012-06-26","0.01","81","90","74"
"IN012190100","POONA, IN","2012-06-27","0.02","79","88","74"
"IN012190100","POONA, IN","2012-06-28","0.00","79","89","73"
"IN012190100","POONA, IN","2012-06-29",,"81","90","74"
"IN012190100","POONA, IN","2012-06-30",,"81","92","73"
"IN012190100","POONA, IN","2012-07-01",,"80","91",
"IN012190100","POONA, IN","2012-07-02","0.12","81","92","72"
"IN012190100","POONA, IN","2012-07-03","0.00","79","90","73"
"IN012190100","POONA, IN","2012-07-04","0.16","77","83","74"
"IN012190100","POONA, IN","2012-07-05","0.01","78","86","71"
"IN012190100","POONA, IN","2012-07-06","0.04","76","85","72"
"IN012190100","POONA, IN","2012-07-07","0.24","78","85","73"
"IN012190100","POONA, IN","2012-07-08","0.08","78","86",
"IN012190100","POONA, IN","2012-07-09","0.04","77","85","70"
"IN012190100","POONA, IN","2012-07-10","0.02","80","89","72"
"IN012190100","POONA, IN","2012-07-11","0.00","80","88","74"
"IN012190100","POONA, IN","2012-07-12",,"78","87","73"
"IN012190100","POONA, IN","2012-07-13",,"78","87","72"
"IN012190100","POONA, IN","2012-07-14",,"78","87","73"
"IN012190100","POONA, IN","2012-07-15",,"78","87","73"
"IN012190100","POONA, IN","2012-07-16",,"78","89","73"
"IN012190100","POONA, IN","2012-07-17","0.00","80","90","69"
"IN012190100","POONA, IN","2012-07-18","0.12","75","83","72"
"IN012190100","POONA, IN","2012-07-19","0.35","75","80","72"
"IN012190100","POONA, IN","2012-07-20","0.16","76","79","73"
"IN012190100","POONA, IN","2012-07-21","0.24","78","85","73"
"IN012190100","POONA, IN","2012-07-22","0.02","77","81","74"
"IN012190100","POONA, IN","2012-07-23","0.04","77","84","73"
"IN012190100","POONA, IN","2012-07-24","0.08","78","85","73"
"IN012190100","POONA, IN","2012-07-25","0.04","77","83","74"
"IN012190100","POONA, IN","2012-07-26","0.00","76","78","74"
"IN012190100","POONA, IN","2012-07-27","0.12","76","83",
"IN012190100","POONA, IN","2012-07-28","0.04","76","82","72"
